Area,BHK,Bathroom,Furnishing,Parking,Price,Transaction,Type,Price Per_Sqft
750,2,1,Semi-Furnished,2,6500000,New_Property,Apartment,8640
460,2,1,Unfurnished,2,3300000,Resale,Builder_Floor,8640
370,1,1,Unfurnished,2,2400000,Resale,Builder_Floor,6486
1800,3,3,Semi-Furnished,1,15000000,New_Property,Builder_Floor,8333
1080,3,1,Unfurnished,1,7000000,New_Property,Apartment,8333
350,1,1,Unfurnished,1,4200000,Resale,Apartment,12000
500,2,1,Furnished,1,5800000,Resale,Apartment,12000
900,3,2,Semi-Furnished,1,4800000,Resale,Apartment,12000
800,2,2,Semi-Furnished,1,7500000,Resale,Apartment,9375
350,1,1,Unfurnished,1,3000000,Resale,Apartment,9375
430.556,1,1,Unfurnished,1,4300000,Resale,Apartment,9375
500,1,1,Semi-Furnished,1,2600000,Resale,Builder_Floor,5200
1450,2,2,Unfurnished,1,7000000,Resale,Apartment,5200
800,2,2,Unfurnished,1,6000000,Resale,Builder_Floor,7500
1000,2,2,Semi-Furnished,1,6700000,Resale,Apartment,6700
1000,3,3,Furnished,1,9500000,Resale,Apartment,9500
1600,3,2,Semi-Furnished,1,17000000,Resale,Apartment,10625
900,2,2,Semi-Furnished,,8000000,Resale,Apartment,
1500,3,3,Semi-Furnished,1,12000000,Resale,Apartment,
1050,2,2,Semi-Furnished,1,9000000,Resale,Apartment,
1300,3,2,Semi-Furnished,2,11500000,Resale,Apartment,
1600,4,3,Furnished,1,20000000,Resale,Apartment,
900,2,2,Semi-Furnished,1,8550000,Resale,Apartment,
1350,4,4,Semi-Furnished,1,10500000,Resale,Apartment,
1000,3,2,Furnished,2,12000000,Resale,Apartment,
1400,3,2,Unfurnished,1,11000000,Resale,Apartment,
975,3,2,Semi-Furnished,1,12000000,Resale,Apartment,
900,2,2,Unfurnished,114,9000000,Resale,Apartment,
1100,2,2,Semi-Furnished,114,10000000,Resale,Apartment,
950,2,2,Unfurnished,114,8100000,Resale,Apartment,
1300,3,3,Furnished,1,9200000,Resale,Apartment,
1459,3,3,Semi-Furnished,1,14200000,Resale,Apartment,
1000,2,2,Semi-Furnished,1,7500000,Resale,Apartment,
1100,2,2,Semi-Furnished,1,9500000,Resale,Apartment,
1450,3,2,Furnished,1,14000000,Resale,Apartment,9655
1450,3,3,Semi-Furnished,1,11600000,Resale,Apartment,9655
1150,3,3,Semi-Furnished,1,12000000,Resale,Apartment,9655
780,2,2,Semi-Furnished,1,7500000,Resale,Apartment,9655
1300,3,2,Semi-Furnished,2,9800000,Resale,Apartment,9655
1350,3,3,Semi-Furnished,1,12000000,Resale,Apartment,9655
1200,3,2,Semi-Furnished,1,12500000,Resale,Apartment,9655
1460,3,3,Semi-Furnished,1,16500000,Resale,Apartment,9655
1460,3,3,Unfurnished,1,12000000,Resale,Apartment,9655
1100,2,2,Unfurnished,1,7200000,Resale,Apartment,9655
1500,3,3,Furnished,2,15000000,Resale,Apartment,10000
1050,2,2,Semi-Furnished,1,10000000,Resale,Apartment,10000
1350,3,3,Semi-Furnished,1,11000000,Resale,Apartment,10000
1500,2,2,Furnished,2,24700000,New_Property,Apartment,16466
976,2,2,Furnished,2,24900000,New_Property,Apartment,25512
540,2,1,Semi-Furnished,1,3600000,New_Property,Builder_Floor,25512
450,1,1,Semi-Furnished,1,1700000,New_Property,Builder_Floor,25512
900,2,2,Unfurnished,1,11000000,Resale,Apartment,25512
2500,4,4,Semi-Furnished,2,75000000,Resale,Builder_Floor,30000
979.5149,2,2,Unfurnished,1,24800000,New_Property,Apartment,30000
945,2,2,Semi-Furnished,1,24900000,New_Property,Apartment,30000
976,2,2,Unfurnished,2,24900000,New_Property,Apartment,30000
1531,2,2,Unfurnished,2,25900000,New_Property,Apartment,16917
1000,2,2,Unfurnished,2,11700000,Resale,Builder_Floor,16917
750,3,2,Furnished,2,13500000,Resale,Apartment,16917
900,3,2,Furnished,1,5500000,Resale,Builder_Floor,16917
1512,2,2,Unfurnished,1,30000000,New_Property,Apartment,19841
35,3,2,Semi-Furnished,2,4950000,Resale,Apartment,19841
1500,3,2,Semi-Furnished,1,16000000,Resale,Apartment,19841
2907,4,4,Semi-Furnished,1,30000000,Resale,Apartment,10320
2210,4,3,Semi-Furnished,1,41000000,Resale,Builder_Floor,10320
750,2,2,Semi-Furnished,1,3800000,Resale,Builder_Floor,10320
2518.7526,4,5,Unfurnished,2,68900000,New_Property,Apartment,10320
588,2,2,Unfurnished,2,1800000,New_Property,Apartment,10320
540,2,1,Unfurnished,2,1500000,Resale,Builder_Floor,2778
1100,3,3,Semi-Furnished,2,12500000,Resale,Apartment,2778
550,2,1,Semi-Furnished,2,1600000,Resale,Apartment,2778
750,3,2,Semi-Furnished,1,2400000,Resale,Builder_Floor,2778
1260,3,2,Semi-Furnished,1,7000000,Resale,Builder_Floor,5556
675,2,2,Unfurnished,1,3100000,Resale,Builder_Floor,5556
810,2,2,Semi-Furnished,1,14500000,Resale,Apartment,5556
3150,4,5,Semi-Furnished,3,61500000,New_Property,Builder_Floor,5556
2000,4,4,Semi-Furnished,1,27500000,Resale,Builder_Floor,5556
1775,3,3,Semi-Furnished,1,25500000,New_Property,Apartment,14366
1135,3,3,Furnished,2,25000000,Resale,Apartment,14366
1252,2,2,Semi-Furnished,1,18500000,New_Property,Apartment,14776
2000,4,4,Semi-Furnished,1,39700000,New_Property,Apartment,14776
530,4,1,Semi-Furnished,1,6800000,Resale,Apartment,14776
1332,3,2,Semi-Furnished,1,6540000,Resale,Builder_Floor,14776
1017,3,3,Semi-Furnished,1,22000000,New_Property,Apartment,14776
1775,3,3,Semi-Furnished,1,25500000,New_Property,Apartment,14366
987,2,2,Semi-Furnished,1,17000000,New_Property,Apartment,14366
1912,3,3,Semi-Furnished,1,27500000,New_Property,Apartment,14382
5236,5,7,Unfurnished,3,73700000,New_Property,Apartment,14092
2805,4,4,Unfurnished,2,52300000,Resale,Apartment,14092
1500,3,3,Unfurnished,2,16000000,Resale,Apartment,14092
1280,3,3,Furnished,2,15000000,Resale,Builder_Floor,14092
1775,3,3,Semi-Furnished,1,25500000,New_Property,Apartment,14366
675,2,2,Semi-Furnished,1,10000000,Resale,Builder_Floor,14815
576,2,2,Unfurnished,1,5000000,Resale,Apartment,14815
1206,3,3,Semi-Furnished,1,20000000,Resale,Builder_Floor,16584
1143,2,2,Unfurnished,1,16000000,Resale,Apartment,125984
345,1,1,Semi-Furnished,1,5500000,Resale,Builder_Floor,125984
720,2,1,Semi-Furnished,1,7000000,Resale,Builder_Floor,9722
468,2,2,Unfurnished,1,4100000,Resale,Builder_Floor,8761
1600,3,3,Semi-Furnished,1,24000000,New_Property,Builder_Floor,8761
950,2,2,Furnished,1,12500000,Resale,Apartment,8761
535,2,1,Furnished,1,3900000,New_Property,Apartment,7290
1200,3,2,Semi-Furnished,1,14500000,Resale,Builder_Floor,7290
1501,3,2,Semi-Furnished,1,20000000,Resale,Apartment,13324
1135,3,3,Furnished,2,24500000,Resale,Apartment,13324
1200,3,2,Semi-Furnished,1,20900000,Resale,Apartment,13324
2200,3,3,Semi-Furnished,1,43100000,New_Property,Apartment,13324
1240,3,3,Unfurnished,1,18000000,Resale,Apartment,
3002,4,5,Semi-Furnished,2,50000000,Resale,Apartment,
1350,3,2,Unfurnished,1,18500000,Resale,Apartment,
2300,4,5,Semi-Furnished,3,46500000,New_Property,Apartment,
1429,3,3,Unfurnished,2,17500000,Resale,Apartment,
2430,4,5,Semi-Furnished,2,42500000,Resale,Apartment,
1450,3,3,Semi-Furnished,2,15500000,New_Property,Apartment,
1250,2,2,Furnished,2,15000000,Resale,Apartment,
2800,4,4,Unfurnished,2,40000000,Resale,Apartment,14285
1646,3,3,Unfurnished,1,20000000,Resale,Apartment,12151
900,2,2,Semi-Furnished,1,6700000,Resale,Apartment,12151
1250,3,2,Semi-Furnished,1,16000000,Resale,Apartment,12151
900,3,2,Unfurnished,1,8000000,Resale,Builder_Floor,8889
1590,3,2,Unfurnished,2,25000000,New_Property,Apartment,8889
990,3,2,Unfurnished,2,25000000,Resale,Apartment,8889
2282,4,5,Unfurnished,2,37500000,Resale,Apartment,8889
1260,3,3,Semi-Furnished,1,25000000,Resale,Apartment,8889
1457,3,3,Unfurnished,1,23000000,Resale,Apartment,8889
1400,3,2,Semi-Furnished,2,17500000,Resale,Apartment,8889
2175,4,4,Unfurnished,1,44000000,Resale,Apartment,8889
1450,3,3,Semi-Furnished,2,15000000,New_Property,Apartment,8889
2800,4,5,Semi-Furnished,2,42500000,Resale,Apartment,15178
861.112,2,2,Furnished,2,5000000,Resale,Builder_Floor,5806
2282,4,5,Unfurnished,2,38000000,Resale,Apartment,5806
1753,3,3,Unfurnished,1,19000000,Resale,Apartment,10838
2659,4,5,Unfurnished,3,43500000,Resale,Apartment,10838
1550,3,2,Unfurnished,3,19500000,Resale,Apartment,10838
1470,3,2,Semi-Furnished,2,14200000,New_Property,Apartment,10838
702,3,2,Semi-Furnished,2,14200000,Resale,Apartment,10838
1138,2,2,Semi-Furnished,2,13500000,New_Property,Apartment,10838
1600,3,3,Semi-Furnished,2,21000000,New_Property,Builder_Floor,
1600,3,3,Semi-Furnished,1,22500000,Resale,Builder_Floor,
1250,2,4,Semi-Furnished,1,19000000,Resale,Builder_Floor,
810,3,2,Semi-Furnished,1,7500000,Resale,Builder_Floor,
585,2,2,Semi-Furnished,1,4000000,Resale,Builder_Floor,
1700,3,3,Unfurnished,2,8000000,Resale,Builder_Floor,
1800,3,4,Semi-Furnished,2,19000000,Resale,Apartment,10556
600,1,1,Unfurnished,2,7000000,New_Property,Apartment,10556
1250,3,3,Unfurnished,1,5800000,New_Property,Builder_Floor,10556
600,3,2,Semi-Furnished,1,8000000,Resale,Builder_Floor,10556
1600,3,4,Unfurnished,1,18800000,Resale,Apartment,10556
1100,3,2,Semi-Furnished,1,6000000,New_Property,Builder_Floor,10556
450,1,1,Unfurnished,1,2200000,New_Property,Apartment,10556
855,3,2,Semi-Furnished,1,6500000,Resale,Builder_Floor,10556
1291.668,3,2,Unfurnished,1,23500000,Resale,Apartment,10556
1300,2,2,Semi-Furnished,2,16000000,Resale,Apartment,12307
1350,3,3,Unfurnished,2,20000000,Resale,Apartment,12307
900,2,2,Unfurnished,2,5500000,New_Property,Builder_Floor,12307
850,2,2,Semi-Furnished,1,13500000,Resale,Apartment,15882
1650,3,3,Semi-Furnished,1,22500000,Resale,Builder_Floor,15882
650,2,2,Unfurnished,1,3800000,Resale,Apartment,15882
630,2,2,Semi-Furnished,1,4600000,Resale,Builder_Floor,65714
1250,2,1,Semi-Furnished,2,17500000,Resale,Apartment,65714
1800,4,3,Furnished,2,5500000,New_Property,Builder_Floor,65714
1500,3,3,Semi-Furnished,2,22500000,Resale,Builder_Floor,65714
1100,2,2,Semi-Furnished,1,12500000,Resale,Apartment,11363
1400,3,2,Semi-Furnished,2,19000000,Resale,Apartment,13571
1300,2,2,Semi-Furnished,2,15500000,Resale,Apartment,11923
1100,2,2,Semi-Furnished,2,13500000,Resale,Apartment,12272
1600,3,3,Semi-Furnished,2,21000000,Resale,Apartment,13125
2250,4,4,Semi-Furnished,2,50000000,New_Property,Builder_Floor,
2592,4,3,Unfurnished,2,42500000,Resale,Builder_Floor,
1800,4,4,Unfurnished,2,45500000,New_Property,Builder_Floor,
1700,3,3,Semi-Furnished,2,23000000,Resale,Builder_Floor,
1640,3,3,Unfurnished,1,12000000,Resale,Apartment,
2572,3,3,Furnished,4,35000000,Resale,Apartment,13608
2100,3,3,Semi-Furnished,1,25000000,Resale,Builder_Floor,11905
1620,3,3,Semi-Furnished,1,29000000,New_Property,Builder_Floor,11905
2500,4,4,Semi-Furnished,2,80000000,New_Property,Builder_Floor,11905
2250,3,3,Semi-Furnished,2,20500000,Resale,Apartment,11905
2445,4,4,Semi-Furnished,1,52500000,Resale,Apartment,11905
2250,4,4,Unfurnished,2,37500000,New_Property,Builder_Floor,11905
800,2,2,Semi-Furnished,2,7500000,Resale,Apartment,11905
1450,3,3,Semi-Furnished,2,32500000,Resale,Builder_Floor,11905
1440,3,3,Unfurnished,2,24500000,Resale,Builder_Floor,11905
5220,5,5,Unfurnished,2,65000000,Resale,Builder_Floor,11905
1800,3,3,Semi-Furnished,2,27500000,New_Property,Builder_Floor,11905
4455,5,5,Semi-Furnished,1,115000000,New_Property,Builder_Floor,11905
195,3,3,Semi-Furnished,1,28000000,New_Property,Builder_Floor,11905
807.2925,2,1,Semi-Furnished,1,8000000,Resale,Builder_Floor,9909
3500,4,4,Furnished,3,75100000,New_Property,Builder_Floor,9909
1000,2,2,Semi-Furnished,1,7800000,Resale,Apartment,7800
900,2,2,Semi-Furnished,1,15000000,Resale,Builder_Floor,16667
1800,3,3,Furnished,1,27500000,Resale,Builder_Floor,15278
17010,3,3,Semi-Furnished,2,25000000,Resale,Builder_Floor,15278
2340,4,4,Semi-Furnished,1,26000000,Resale,Builder_Floor,15278
1350,3,3,Unfurnished,1,23500000,Resale,Apartment,15278
464,3,1,Unfurnished,1,4200000,Resale,Builder_Floor,15278
954,2,2,Unfurnished,1,10000000,Resale,Builder_Floor,15278
1155,2,2,Semi-Furnished,1,18500000,Resale,Builder_Floor,15278
700,2,2,Unfurnished,,16500000,Resale,Apartment,
980,2,2,Semi-Furnished,2,13800000,Resale,Apartment,
1350,3,3,Semi-Furnished,2,21000000,Resale,Apartment,
1800,3,3,Semi-Furnished,2,22500000,Resale,Apartment,
968.751,2,2,Semi-Furnished,2,15000000,Resale,Apartment,
1250,3,3,Semi-Furnished,2,20000000,New_Property,Apartment,
1800,3,3,Furnished,2,20000000,New_Property,Apartment,
1400,3,2,Semi-Furnished,2,26000000,Resale,Builder_Floor,
1000,3,3,Semi-Furnished,2,19500000,Resale,Apartment,
1800,4,2,Semi-Furnished,1,21500000,Resale,Apartment,
1500,3,3,Unfurnished,1,26500000,New_Property,Apartment,
1600,3,3,Semi-Furnished,2,20000000,Resale,Apartment,12500
1400,3,3,Furnished,1,18000000,Resale,Apartment,12500
1400,3,2,Unfurnished,1,19000000,Resale,Apartment,12500
2700,4,4,Unfurnished,2,36500000,Resale,Builder_Floor,12500
1100,2,2,Unfurnished,2,15000000,Resale,Apartment,12500
1200,2,2,Semi-Furnished,2,17500000,Resale,Apartment,12500
1400,2,2,Semi-Furnished,2,14000000,Resale,Apartment,12500
1500,3,3,Semi-Furnished,2,21000000,Resale,Apartment,12500
1320,3,2,Unfurnished,2,15600000,Resale,Apartment,12500
1300,3,3,Unfurnished,2,19000000,Resale,Apartment,12500
1150,2,2,Unfurnished,1,16500000,Resale,Apartment,12500
1440,3,3,Unfurnished,1,19000000,Resale,Apartment,12500
1400,2,2,Unfurnished,1,16500000,Resale,Apartment,12500
450,1,1,Semi-Furnished,1,3000000,Resale,Builder_Floor,12500
1300,2,2,Semi-Furnished,1,15000000,Resale,Apartment,11538
1200,2,2,Unfurnished,1,14300000,Resale,Apartment,11538
1300,3,2,Unfurnished,1,18500000,Resale,Apartment,11538
1400,3,3,Furnished,1,19000000,Resale,Apartment,11538
1400,3,3,Semi-Furnished,1,19000000,Resale,Apartment,11538
500,2,2,Semi-Furnished,1,3300000,New_Property,Builder_Floor,
700,2,2,Semi-Furnished,1,3800000,New_Property,Builder_Floor,
900,3,3,Semi-Furnished,1,7000000,New_Property,Builder_Floor,
1260,3,3,Semi-Furnished,2,16500000,Resale,Builder_Floor,
950,3,2,Semi-Furnished,1,8000000,New_Property,Apartment,
405,1,1,Unfurnished,1,5600000,Resale,Builder_Floor,
1800,2,2,Furnished,1,21000000,Resale,Builder_Floor,
1300,3,3,Semi-Furnished,2,21000000,Resale,Builder_Floor,
1000,3,3,Semi-Furnished,2,8600000,New_Property,Apartment,
900,3,2,Semi-Furnished,2,6600000,Resale,Apartment,
1800,3,3,Semi-Furnished,2,14000000,Resale,Builder_Floor,
720,2,2,Unfurnished,2,4700000,Resale,Builder_Floor,
1485,3,3,Unfurnished,1,30000000,Resale,Apartment,
1600,3,3,Semi-Furnished,2,26000000,Resale,Builder_Floor,
1200,2,2,Furnished,2,18500000,Resale,Apartment,
900,2,2,Semi-Furnished,2,6500000,Resale,Apartment,
900,2,2,Unfurnished,2,15000000,Resale,Apartment,
800,2,2,Semi-Furnished,1,8000000,Resale,Builder_Floor,10000
1150,2,3,Semi-Furnished,2,16100000,Resale,Apartment,10000
900,3,3,Semi-Furnished,1,6800000,New_Property,Builder_Floor,10000
1070,3,2,Furnished,1,6800000,Resale,Apartment,10000
1050,2,2,Unfurnished,1,9000000,Resale,Apartment,10000
1000,2,2,Semi-Furnished,1,18000000,Resale,Builder_Floor,18000
1550,3,3,Unfurnished,2,27500000,Resale,Builder_Floor,18000
1300,3,2,Unfurnished,1,13500000,Resale,Apartment,18000
810,2,2,Semi-Furnished,1,14000000,New_Property,Builder_Floor,18000
900,2,2,Furnished,1,9000000,Resale,Builder_Floor,18000
1200,2,2,Unfurnished,1,16000000,Resale,Apartment,18000
1000,2,3,Semi-Furnished,1,11000000,Resale,Apartment,18000
720,2,2,Unfurnished,1,5500000,New_Property,Builder_Floor,18000
2520,3,3,Unfurnished,,47500000,New_Property,Builder_Floor,
1700,3,4,Unfurnished,2,45000000,New_Property,Builder_Floor,
1800,3,3,Semi-Furnished,2,43500000,New_Property,Builder_Floor,24166
6000,5,5,Semi-Furnished,3,180000000,New_Property,Apartment,30000
1800,4,4,Semi-Furnished,2,80000000,New_Property,Builder_Floor,30000
2000,3,3,Unfurnished,2,37500000,Resale,Apartment,30000
2066,4,4,Unfurnished,2,60000000,New_Property,Builder_Floor,30000
2050,3,3,Semi-Furnished,2,71000000,New_Property,Builder_Floor,30000
1100,3,3,Unfurnished,2,18500000,Resale,Apartment,30000
4500,4,4,Semi-Furnished,2,70000000,New_Property,Builder_Floor,30000
4500,4,5,Semi-Furnished,2,85000000,New_Property,Builder_Floor,170000
6500,4,5,Unfurnished,3,190000000,New_Property,Builder_Floor,170000
4350,4,6,Semi-Furnished,2,135000000,New_Property,Apartment,170000
1750,3,3,Unfurnished,2,35000000,Resale,Builder_Floor,170000
3600,4,4,Semi-Furnished,2,65000000,New_Property,Builder_Floor,18055
1200,2,2,Furnished,1,27500000,Resale,Builder_Floor,18055
1500,3,4,Unfurnished,2,45000000,Resale,Builder_Floor,18055
2250,4,4,Unfurnished,3,100000000,New_Property,Builder_Floor,18055
1800,3,4,Semi-Furnished,2,47000000,New_Property,Builder_Floor,18055
1600,3,4,Semi-Furnished,2,27500000,Resale,Builder_Floor,18055
2800,4,5,Semi-Furnished,3,70000000,New_Property,Builder_Floor,25000
1700,3,3,Semi-Furnished,1,36500000,Resale,Apartment,25000
2400,4,5,Unfurnished,1,65000000,Resale,Builder_Floor,25000
1980,3,4,Unfurnished,1,35000000,New_Property,Apartment,17677
2100,4,5,Semi-Furnished,1,56000000,New_Property,Builder_Floor,17677
5400,4,4,Unfurnished,2,110000000,Resale,Builder_Floor,17677
1250,3,3,Semi-Furnished,1,24000000,Resale,Builder_Floor,17677
2300,4,4,Semi-Furnished,1,102500000,New_Property,Builder_Floor,17677
2700,4,4,Semi-Furnished,2,100000000,New_Property,Builder_Floor,37037
1450,3,3,Semi-Furnished,1,45000000,New_Property,Builder_Floor,37037
2097,3,3,Unfurnished,,29000000,Resale,Builder_Floor,
1250,3,3,Semi-Furnished,1,25500000,New_Property,Builder_Floor,
1600,3,3,Semi-Furnished,2,33500000,New_Property,Builder_Floor,20938
2600,4,5,Semi-Furnished,3,62500000,New_Property,Builder_Floor,20938
1700,3,3,Semi-Furnished,2,47500000,New_Property,Builder_Floor,20938
1116,3,3,Semi-Furnished,1,14700000,Resale,Builder_Floor,20938
1070,2,3,Semi-Furnished,1,18000000,New_Property,Builder_Floor,20938
1200,3,3,Semi-Furnished,1,22500000,New_Property,Builder_Floor,20938
1200,3,3,Unfurnished,1,22000000,New_Property,Builder_Floor,18333
1200,3,3,Semi-Furnished,1,22200000,New_Property,Builder_Floor,18333
1450,3,3,Semi-Furnished,1,22500000,Resale,Builder_Floor,18333
1000,2,2,Semi-Furnished,1,7500000,Resale,Apartment,18333
2430,4,4,Furnished,5,30000000,Resale,Builder_Floor,18333
945,2,1,Unfurnished,5,6500000,Resale,Apartment,6878
1650,3,3,Unfurnished,5,35000000,New_Property,Builder_Floor,6878
1350,3,2,Semi-Furnished,1,17500000,Resale,Builder_Floor,6878
2625,4,5,Semi-Furnished,2,60000000,New_Property,Builder_Floor,6878
1800,4,4,Semi-Furnished,2,40000000,New_Property,Builder_Floor,6878
125,3,3,Semi-Furnished,2,11500000,New_Property,Builder_Floor,6878
1440,3,3,Semi-Furnished,2,22500000,New_Property,Builder_Floor,6878
1900,3,4,Semi-Furnished,2,28500000,New_Property,Builder_Floor,6878
1800,3,3,Semi-Furnished,2,29000000,Resale,Builder_Floor,6878
1200,3,2,Semi-Furnished,1,15500000,Resale,Builder_Floor,12916
1800,3,3,Semi-Furnished,1,26000000,Resale,Builder_Floor,12916
1200,3,3,Semi-Furnished,1,16500000,Resale,Builder_Floor,12916
4118,4,5,Unfurnished,3,55000000,New_Property,Builder_Floor,12916
1050,3,2,Semi-Furnished,3,12500000,Resale,Builder_Floor,12916
875,3,3,Semi-Furnished,3,17500000,New_Property,Builder_Floor,12916
990,2,2,Unfurnished,1,11500000,Resale,Builder_Floor,12916
11050,3,3,Unfurnished,1,18500000,New_Property,Builder_Floor,12916
